ProfileID,Age,GenderEncoded,RegionEncoded,EducationEncoded,FieldOfStudyEncoded,ExperienceYears,YearsSinceGraduation,YearsGap,DigitalSkillEncoded,EnglishLevelEncoded,CurrentEmploymentStatusEncoded,DesiredIndustryEncoded,PreferredJobTypeEncoded,TechSkillCount,SoftSkillCount,HasPythonSkill,HasDigitalMarketing,CertificationsCount
359,21,1,26,4,3,1,2,1,2,1,5,5,2,2,2,0,0,2
360,24,1,4,3,2,0,4,4,2,0,5,3,2,3,3,1,0,3
361,25,1,27,4,8,5,7,2,0,0,5,9,2,2,3,0,0,2
362,23,0,1,5,1,1,2,1,1,1,5,1,2,2,2,0,0,0
363,24,0,25,4,5,6,7,1,2,2,3,4,0,4,2,0,0,1
364,26,1,0,4,5,2,2,0,1,0,1,5,1,4,2,0,0,2
365,21,1,11,1,9,0,4,4,0,0,4,4,2,4,3,1,0,2
366,19,1,29,3,3,2,2,0,1,1,4,7,3,2,3,0,0,0
367,22,1,23,5,3,1,4,3,1,0,5,3,2,3,3,0,0,2
368,18,1,28,4,1,1,1,0,1,1,2,4,3,3,3,0,1,2
369,21,0,28,4,3,0,0,0,1,1,3,4,0,3,2,0,1,0
370,23,0,14,4,2,2,3,1,1,1,2,4,0,3,2,0,0,2
371,26,0,28,4,9,7,7,0,1,2,1,5,2,3,3,0,0,0
372,23,0,17,3,4,0,1,1,2,1,0,7,1,2,2,0,0,0
373,23,1,16,1,2,0,0,0,1,0,0,7,3,3,3,0,0,0
374,20,0,5,0,5,1,3,2,1,1,3,1,3,3,3,0,0,2
375,23,0,24,1,6,1,4,3,1,1,1,4,1,3,3,0,0,2
376,20,1,24,4,4,0,1,1,1,0,3,4,0,2,2,0,0,3
377,26,1,29,1,6,1,1,0,1,1,4,3,2,3,3,1,0,2
378,28,1,27,5,0,0,1,1,0,1,1,6,3,4,3,0,0,2
379,25,1,12,3,1,0,1,1,1,1,2,3,2,3,2,0,0,2
380,25,1,13,4,4,6,8,2,0,0,3,7,2,4,2,0,0,0
381,20,0,26,4,3,0,1,1,0,2,2,9,0,3,3,0,0,3
382,24,1,19,1,8,3,3,0,1,2,2,7,1,3,3,1,1,1
383,23,0,15,4,8,4,6,2,1,0,2,7,3,4,3,1,0,1
384,21,0,28,5,8,4,4,0,1,2,0,5,1,3,3,0,0,1
385,21,1,23,1,3,0,3,3,2,1,4,3,2,2,3,0,0,2
386,23,0,20,5,8,3,5,2,1,1,4,9,1,3,2,0,0,1
387,24,1,1,5,5,0,1,1,1,0,0,6,0,3,3,0,0,2
388,22,1,28,5,7,0,1,1,0,1,4,1,3,2,3,0,0,2
389,24,0,26,0,9,7,7,0,2,1,4,5,2,3,2,0,0,2
390,24,0,9,0,1,4,4,0,1,1,4,5,3,4,2,0,0,0
391,23,1,13,5,5,0,3,3,0,1,3,8,2,2,2,0,0,2
392,27,0,11,4,4,0,1,1,2,0,2,0,0,3,2,1,0,1
393,21,0,14,2,1,0,0,0,2,1,0,4,2,2,3,1,0,0
394,24,0,12,5,2,0,0,0,1,1,4,9,1,3,2,0,0,2
395,28,0,21,1,2,4,6,2,1,0,3,5,0,4,3,1,0,3
396,23,1,11,2,1,0,1,1,1,1,4,0,0,3,3,0,0,1
397,19,1,24,4,0,0,2,2,1,0,3,8,1,3,2,0,0,0
398,24,1,7,2,0,6,6,0,1,1,1,8,3,3,2,0,0,2
399,25,0,24,3,7,1,3,2,0,2,4,4,1,2,2,0,0,1
400,19,1,0,3,3,2,2,0,2,1,2,0,0,4,2,0,0,2
401,19,1,11,4,9,1,1,0,0,1,4,9,2,3,2,1,0,3
402,18,0,0,1,6,0,1,1,0,2,1,3,2,2,2,0,0,0
403,22,0,13,3,8,1,2,1,2,1,1,8,0,4,3,0,1,3
404,23,1,8,5,7,0,5,5,0,0,2,8,0,4,2,1,1,1
405,24,0,17,1,7,6,7,1,0,1,5,8,2,4,2,0,0,1
406,19,1,10,4,7,1,2,1,1,1,0,0,1,2,2,1,0,1
407,27,0,23,4,1,4,4,0,1,1,4,5,1,2,2,0,0,1
408,20,0,16,3,1,0,2,2,1,1,1,5,0,4,3,0,0,2
409,27,0,20,3,0,3,7,4,2,1,1,1,2,2,2,0,0,0
410,21,0,5,4,1,1,3,2,1,2,5,8,1,2,2,0,0,1
411,28,0,3,5,4,0,0,0,1,1,4,3,0,3,2,0,0,2
412,24,1,25,5,4,0,2,2,2,1,5,5,2,4,2,1,0,0
413,27,1,26,5,6,0,3,3,0,1,0,0,2,4,3,0,0,1
414,18,0,4,1,0,0,1,1,2,2,3,3,2,2,3,0,0,1
415,22,0,12,2,0,0,0,0,1,0,3,7,2,3,3,0,0,1
416,26,1,9,2,5,8,8,0,1,0,5,3,3,2,2,0,1,1
417,23,0,25,5,3,0,1,1,0,1,2,2,3,3,3,0,0,2
418,18,0,12,2,4,0,0,0,2,1,0,4,2,3,3,0,1,1
419,22,0,11,5,7,0,0,0,0,2,5,7,2,4,2,0,0,3
420,22,0,24,0,2,4,4,0,1,1,3,7,3,4,3,0,0,0
421,25,1,25,0,3,0,0,0,2,2,3,3,1,3,2,0,1,0
422,28,1,9,1,1,0,1,1,1,1,4,3,1,2,3,0,0,1
423,25,0,14,4,1,4,6,2,0,1,1,4,2,3,3,1,1,1
424,23,0,18,4,6,3,4,1,1,2,5,5,3,3,3,1,0,2
425,19,1,13,4,8,0,1,1,0,1,2,7,2,2,2,0,0,0
426,26,1,4,3,6,3,3,0,2,0,2,0,0,4,2,0,1,2
427,25,0,15,4,9,0,0,0,2,0,2,0,3,4,3,0,0,3
428,18,0,0,5,8,0,0,0,1,1,0,8,2,2,2,0,0,0
429,25,1,5,4,9,0,1,1,1,0,3,1,0,4,3,0,0,0
430,19,0,9,1,0,0,1,1,1,1,4,2,0,2,3,0,1,2
431,18,0,10,3,1,0,0,0,2,1,0,4,3,3,3,0,0,1
432,18,0,19,3,3,0,0,0,2,1,5,0,2,2,3,1,0,1
433,22,0,1,4,4,2,5,3,1,0,4,3,1,4,3,0,0,0
434,21,0,10,5,5,0,1,1,2,1,2,3,1,4,2,0,1,1
435,18,1,22,2,2,0,1,1,0,1,5,4,2,3,3,0,0,2
436,20,1,16,4,3,1,1,0,1,0,5,9,2,2,3,0,0,0
437,29,1,19,5,6,3,5,2,1,1,0,7,3,2,2,0,0,3
438,20,0,9,0,1,2,2,0,2,1,3,3,1,3,2,1,0,3
439,18,1,6,5,0,0,0,0,0,1,1,7,3,4,3,0,0,1
440,19,1,19,4,3,1,2,1,0,0,5,7,0,2,2,0,0,2
441,20,1,15,4,7,0,2,2,1,0,5,6,2,4,2,1,0,3
442,19,0,24,4,7,0,2,2,2,0,4,6,0,2,3,0,0,0
443,23,1,13,2,7,0,6,6,1,1,1,2,2,3,3,0,0,3
444,22,1,19,4,3,1,2,1,0,0,1,7,1,2,3,0,0,2
445,23,1,24,0,0,2,6,4,2,1,4,1,2,2,3,0,0,1
446,23,0,16,3,2,2,2,0,2,0,0,5,3,2,3,0,1,3
447,23,1,25,3,1,5,5,0,2,1,2,0,0,3,3,0,0,0
448,25,1,27,5,7,1,1,0,1,1,2,7,2,2,2,0,0,0
449,27,1,29,4,4,1,5,4,0,2,0,8,0,2,2,0,0,1
450,21,0,22,1,8,4,4,0,2,1,0,4,0,2,3,0,0,0
451,20,1,11,4,3,1,3,2,1,1,5,1,1,4,3,1,0,3
452,29,0,15,3,6,3,5,2,1,1,5,3,2,2,2,0,0,2
453,23,0,1,2,0,1,5,4,1,0,2,5,3,4,2,0,0,3
454,25,0,6,5,6,4,5,1,1,0,2,3,3,2,3,0,0,2
455,26,1,10,2,7,5,7,2,2,0,4,9,1,2,3,0,0,1
456,20,0,24,4,0,0,2,2,1,2,0,7,3,3,3,0,0,2
457,25,1,20,4,4,7,8,1,0,0,4,3,1,2,2,0,0,1
458,26,0,8,1,9,0,0,0,1,2,3,2,2,2,3,0,0,2
459,24,1,24,5,3,2,2,0,1,1,5,5,2,2,3,0,0,1
460,25,0,2,5,5,2,2,0,2,1,5,3,0,4,3,0,0,3
461,24,0,29,1,0,1,1,0,1,1,5,2,1,2,2,0,0,1
462,24,1,16,4,7,4,4,0,0,1,0,5,0,4,3,1,0,2
463,23,1,19,1,1,0,1,1,2,1,5,1,1,4,3,0,0,1
464,23,1,20,2,6,0,6,6,0,1,5,6,3,2,2,0,1,0
465,23,0,22,5,6,4,5,1,0,0,3,9,3,3,3,0,0,3
466,23,0,28,5,2,4,5,1,0,0,5,0,0,2,3,0,0,1
467,26,1,10,2,8,4,7,3,2,0,0,7,1,3,3,1,0,2
468,19,1,12,4,5,0,1,1,1,0,3,3,3,4,3,0,0,1
469,19,1,14,1,8,0,1,1,0,1,3,0,0,4,2,0,0,0
470,27,1,4,5,0,2,2,0,2,1,0,2,3,3,2,0,0,1
471,28,0,27,4,2,4,5,1,2,1,4,1,2,4,3,0,0,1
472,22,0,13,4,9,0,2,2,0,2,5,7,1,3,2,0,0,1
473,23,1,3,4,5,0,0,0,2,0,3,2,1,2,3,0,0,2
474,25,1,16,2,8,5,5,0,1,0,4,8,3,2,3,0,0,1
475,22,0,1,3,7,4,5,1,0,0,5,1,0,2,3,0,0,2
476,24,1,17,5,2,1,3,2,1,2,4,9,0,3,2,0,0,1
477,29,0,29,1,1,1,1,0,2,1,1,9,3,2,2,0,0,3
478,22,0,21,3,9,3,3,0,1,2,1,0,2,4,3,0,0,0
479,27,1,18,1,4,4,8,4,1,0,2,9,3,2,2,1,0,2
480,20,0,23,2,9,0,0,0,0,0,4,1,0,3,2,0,1,1
481,24,1,4,5,6,1,2,1,0,1,1,5,3,4,3,0,0,1
482,21,0,28,2,3,2,3,1,2,1,3,4,1,2,3,0,0,1
483,22,0,4,4,1,1,3,2,1,1,3,9,1,4,2,0,0,2
484,21,1,4,3,1,0,2,2,0,1,2,8,3,4,3,0,1,1
485,27,1,23,0,5,0,1,1,0,0,5,9,2,2,2,0,0,1
486,24,0,17,2,9,5,6,1,0,2,4,0,3,2,3,0,0,1
487,22,0,6,1,4,1,4,3,1,0,0,2,0,3,3,0,0,2
488,22,1,14,2,6,3,3,0,1,1,3,6,3,4,3,0,1,1
489,22,0,12,3,9,0,2,2,0,1,5,7,2,4,3,0,0,2
490,20,0,1,2,4,0,0,0,1,2,1,8,0,3,2,0,0,1
491,26,1,4,4,4,0,0,0,1,1,0,6,2,4,2,0,0,0
492,26,0,13,1,3,2,2,0,1,2,3,1,2,4,2,0,0,1
493,21,0,13,1,4,2,2,0,1,1,3,0,0,2,2,0,0,2
494,18,1,22,5,8,0,0,0,1,1,3,7,1,2,2,0,0,0
495,25,1,2,1,5,0,1,1,1,1,5,9,1,4,2,1,1,0
496,23,1,16,4,7,1,2,1,0,1,5,7,0,2,3,0,0,0
497,24,1,1,4,3,1,7,6,0,0,2,3,1,4,3,0,0,1
498,22,0,18,2,5,4,4,0,2,0,0,4,3,2,2,0,0,1
499,24,0,15,2,8,0,1,1,2,1,5,4,0,3,2,0,0,1
500,25,1,25,1,0,2,5,3,2,1,3,8,3,4,2,0,0,0
501,24,1,22,3,6,3,5,2,1,1,2,6,3,2,3,0,0,0
502,29,0,1,2,1,1,7,6,2,0,4,4,1,4,2,1,0,3
503,28,0,17,3,3,2,4,2,1,0,4,7,3,3,2,0,0,2
504,18,1,0,2,4,0,1,1,2,2,3,9,1,4,2,0,0,1
505,28,0,14,1,2,0,5,5,0,1,5,8,2,2,2,0,0,2
506,19,1,14,3,3,1,2,1,2,0,5,5,3,3,3,0,0,2
507,20,0,2,1,9,0,2,2,0,1,5,9,1,4,3,0,0,2
508,27,0,7,0,6,0,6,6,1,1,1,6,2,4,2,1,0,1
509,25,0,17,3,3,6,7,1,0,1,2,7,3,3,3,0,0,2
510,22,1,28,4,9,0,0,0,0,2,3,5,0,3,2,0,0,1
511,24,1,28,4,2,5,6,1,2,2,3,7,1,2,2,0,0,2
512,20,0,15,4,8,0,2,2,2,0,4,5,1,2,2,0,0,0
513,25,0,3,2,4,1,3,2,1,2,5,2,3,3,2,0,1,3
514,27,1,13,2,8,0,2,2,2,2,1,3,2,2,3,0,0,1
515,21,0,7,4,7,0,2,2,0,1,0,8,3,3,2,0,0,2
516,21,0,12,4,2,0,0,0,2,1,1,8,0,2,2,0,1,1
517,21,1,14,3,7,3,3,0,0,0,5,2,2,2,3,0,0,1
518,20,1,13,3,9,2,2,0,2,1,5,1,0,4,3,1,1,2
519,27,1,17,1,1,1,2,1,2,0,5,0,0,2,2,0,0,1
520,26,1,1,0,5,2,6,4,1,1,4,2,3,4,2,0,0,2
521,22,0,2,4,6,2,2,0,1,1,5,5,3,3,2,0,0,0
522,24,0,0,4,1,5,6,1,1,0,5,6,0,3,3,1,0,2
523,23,1,9,4,4,2,2,0,1,0,4,1,3,4,2,1,0,1
524,23,1,11,5,6,3,4,1,2,0,4,5,2,4,2,0,0,2
525,23,1,7,2,6,0,0,0,1,2,0,3,3,2,2,1,0,1
526,25,0,2,4,5,2,3,1,0,0,3,0,3,2,3,0,0,2
527,19,0,18,5,2,2,2,0,2,1,4,6,1,2,3,0,0,1
528,25,0,22,4,5,1,6,5,2,1,3,8,2,3,3,1,0,1
529,20,1,13,1,3,0,0,0,0,0,4,8,0,2,2,0,1,3
530,22,0,5,4,8,5,5,0,2,0,2,1,0,4,2,0,0,2
531,22,1,3,2,9,1,3,2,0,1,3,8,1,3,3,0,1,2
532,21,1,12,3,6,2,4,2,0,1,4,0,3,2,3,0,0,2
533,26,0,7,3,3,7,8,1,2,1,2,8,1,3,3,0,0,1
534,23,1,28,0,7,2,2,0,1,2,3,9,1,3,3,0,0,0
535,27,0,15,0,9,2,5,3,2,0,1,0,2,4,3,0,0,2
536,26,0,14,2,7,1,9,8,2,0,3,8,3,3,2,0,0,0
537,25,1,20,4,1,1,5,4,0,1,3,6,0,3,3,0,0,1
538,22,1,15,2,3,0,0,0,1,1,0,7,2,2,3,0,0,1
539,26,0,15,5,2,0,0,0,2,0,1,3,0,2,3,0,0,1
540,22,0,26,1,1,0,0,0,2,2,0,1,3,3,2,0,0,2
541,19,0,19,5,0,0,0,0,0,1,4,2,3,3,2,0,0,2
542,23,0,5,2,4,0,0,0,2,1,3,6,0,3,3,0,0,1
543,25,0,0,4,5,3,8,5,1,0,0,5,2,3,2,0,0,2
544,19,1,19,1,2,1,2,1,2,0,0,5,2,2,3,0,0,3
545,24,0,21,1,2,0,1,1,1,1,2,1,2,4,2,0,0,3
546,29,1,18,3,6,4,8,4,2,0,1,1,2,2,2,1,0,2
547,22,1,22,3,9,1,5,4,2,2,2,7,2,2,2,1,0,1
548,25,1,28,5,2,0,5,5,1,1,1,5,1,2,3,0,0,2
549,24,1,22,0,2,0,1,1,2,0,4,7,3,3,2,0,0,1
550,21,0,28,5,5,0,0,0,1,1,4,6,1,4,2,0,0,1
551,25,1,23,3,9,0,1,1,0,0,0,9,0,3,2,1,0,3
552,22,0,17,4,2,2,3,1,2,2,4,3,0,4,2,1,1,3
553,22,1,24,3,9,0,0,0,1,0,5,4,0,2,2,1,0,2
554,23,0,8,1,1,0,0,0,0,1,3,7,1,2,3,0,0,1
555,23,1,12,1,7,6,6,0,0,1,1,8,1,2,2,1,1,1
556,23,1,25,0,1,1,1,0,2,1,0,6,3,3,3,0,0,3
557,21,1,27,3,4,0,4,4,2,2,2,5,2,3,2,0,1,1
558,23,1,16,4,9,1,1,0,1,1,4,4,3,3,3,0,0,2
559,25,1,25,4,3,3,3,0,2,1,4,2,3,4,2,0,0,2
560,21,0,4,3,9,0,0,0,1,2,1,2,2,3,3,0,0,2
561,22,1,0,2,6,1,1,0,1,1,0,1,0,4,3,0,0,1
562,27,1,9,4,6,3,5,2,1,1,3,5,3,3,2,0,0,1
563,26,1,20,4,9,0,9,9,2,1,5,9,2,4,2,1,0,0
564,26,1,22,0,8,0,5,5,2,1,3,3,1,3,2,0,0,0
565,22,1,28,0,7,2,3,1,1,0,4,0,3,2,3,0,0,3
566,25,1,18,4,1,1,2,1,0,1,1,3,2,4,3,1,0,2
567,21,1,29,5,3,1,1,0,1,2,0,4,2,3,2,0,1,2
568,27,0,21,2,6,2,2,0,2,2,0,0,0,3,2,0,0,1
569,20,1,17,5,3,0,3,3,2,1,2,4,3,2,2,1,0,0
570,19,0,27,2,4,0,1,1,1,0,1,1,3,4,3,1,1,2
571,22,0,21,5,2,0,4,4,2,0,0,4,2,3,3,0,0,1
572,19,1,5,5,0,2,2,0,0,1,5,1,1,2,3,1,0,0
573,22,0,0,2,6,1,1,0,0,0,0,6,1,4,2,0,0,3
574,26,0,9,5,0,0,0,0,2,2,0,4,1,3,3,0,0,0
575,28,0,8,3,4,0,3,3,1,1,5,9,3,4,3,1,0,3
576,22,0,26,0,4,0,1,1,2,0,2,4,0,2,2,0,1,0
577,27,0,3,0,5,3,9,6,1,1,0,0,0,2,3,0,0,1
578,24,1,19,1,1,5,7,2,2,1,4,1,3,3,3,0,0,0
579,27,1,8,4,7,2,5,3,1,1,2,7,2,3,2,1,0,1
580,20,1,20,5,1,0,1,1,0,1,5,5,3,4,3,0,1,1
581,28,0,5,1,5,2,3,1,0,2,5,3,1,2,2,1,0,2
582,23,1,0,2,9,0,1,1,2,1,2,7,2,2,2,0,1,2
583,23,1,13,5,5,0,0,0,2,1,5,1,2,4,2,0,0,3
584,20,0,13,1,1,1,1,0,1,1,1,9,1,3,3,0,0,1
585,20,1,19,4,7,1,2,1,2,1,4,9,1,2,2,0,0,1
586,24,1,23,3,1,0,0,0,2,0,5,0,3,3,3,0,0,1
587,21,1,4,1,2,0,0,0,1,0,4,8,1,4,2,0,0,1
588,27,1,16,1,6,0,0,0,2,2,2,2,0,4,3,0,0,1
589,24,0,20,3,6,0,2,2,1,2,4,7,1,2,2,0,1,1
590,25,1,18,2,5,0,0,0,1,0,0,3,0,4,3,0,0,2
591,19,0,29,2,1,0,2,2,2,0,4,5,3,2,3,0,0,1
592,21,0,8,5,2,0,0,0,2,1,4,6,3,2,3,0,0,1
593,19,1,24,3,0,1,1,0,0,0,4,5,1,2,3,0,0,2
594,26,1,19,1,1,5,6,1,1,0,5,4,0,4,3,0,0,1
595,25,1,22,4,6,2,5,3,1,0,5,2,2,3,2,1,0,2
596,23,0,11,1,0,0,3,3,2,0,1,0,1,2,2,0,1,2
597,24,1,2,5,4,0,0,0,0,2,5,0,0,4,2,1,0,0
598,21,0,5,1,0,2,2,0,2,1,4,8,0,3,3,0,0,0
599,24,1,14,5,1,0,2,2,2,1,4,3,0,4,3,1,0,0
600,26,1,4,5,2,1,4,3,2,0,0,2,3,3,3,0,0,0
601,18,1,21,1,8,0,1,1,1,2,0,2,3,4,3,0,0,1
602,19,1,20,2,4,0,1,1,1,0,5,8,1,3,2,0,0,1
603,23,1,21,0,3,4,4,0,1,1,3,3,0,4,3,0,0,1
604,20,1,13,0,4,0,1,1,0,2,1,9,1,4,2,1,0,2
605,19,1,20,2,3,0,0,0,1,0,1,7,3,4,2,0,0,1
606,24,0,12,3,6,6,7,1,0,1,2,6,2,2,3,0,0,1
607,19,0,11,4,3,0,2,2,0,1,5,8,2,2,3,0,0,1
608,18,0,23,0,3,0,1,1,2,1,1,8,0,3,2,0,0,1
609,23,1,25,2,2,4,4,0,1,1,3,7,2,2,3,0,0,2
610,23,1,10,5,9,0,0,0,0,1,3,6,1,2,3,0,0,1
611,25,0,22,2,0,2,5,3,1,1,2,8,0,2,3,0,0,1
612,25,1,12,2,9,0,0,0,2,0,4,0,2,3,2,0,0,0
613,28,1,10,0,7,1,1,0,1,1,5,2,2,3,2,0,0,2
614,29,0,0,1,3,0,3,3,1,1,2,7,0,4,3,1,0,0
615,22,1,12,1,6,2,5,3,2,0,2,3,3,4,3,0,0,1
616,21,1,6,4,8,1,3,2,1,0,3,7,3,4,2,0,1,1
617,20,0,7,4,0,1,1,0,1,1,2,2,2,2,2,0,0,0
618,24,1,8,0,3,0,2,2,0,2,1,9,2,3,3,0,0,1
619,20,0,4,5,7,1,3,2,0,0,5,9,0,3,3,0,0,2
620,23,0,5,0,6,0,0,0,0,0,5,5,2,4,2,0,1,1
621,29,0,8,2,6,0,4,4,0,0,3,3,2,2,2,0,0,2
622,21,1,16,3,9,0,0,0,1,1,3,9,2,3,2,0,1,2
623,22,1,4,5,1,0,0,0,1,2,0,4,2,2,3,0,0,1
624,26,0,4,3,2,2,3,1,2,1,4,4,1,3,3,0,0,1
625,23,1,23,2,1,2,2,0,2,2,4,2,2,4,2,0,0,2
626,25,1,13,4,6,2,3,1,2,0,5,9,2,3,2,0,0,1
627,20,0,28,1,2,3,3,0,2,2,5,2,1,2,2,0,0,1
628,18,0,8,5,5,0,0,0,1,1,4,1,3,3,2,0,0,1
629,24,0,8,5,7,1,3,2,1,1,4,5,0,4,2,0,1,0
630,21,1,21,3,9,3,3,0,2,2,4,6,1,3,3,0,1,1
631,18,1,23,4,5,0,1,1,1,1,2,8,0,3,2,0,0,1
632,20,0,6,2,3,1,1,0,2,1,5,4,3,2,3,0,0,0
633,22,1,18,5,7,2,2,0,1,2,5,6,1,2,3,0,0,0
634,22,1,12,2,4,1,5,4,1,0,3,0,1,4,3,0,0,1
635,21,0,7,5,5,1,2,1,1,1,2,8,2,2,2,0,0,0
636,27,1,27,2,6,0,5,5,1,1,5,9,1,2,3,0,0,1
637,27,1,3,5,6,0,0,0,1,2,3,2,2,2,3,1,0,1
638,22,1,26,4,9,0,5,5,1,1,3,0,1,4,3,0,1,1
639,26,0,4,5,0,2,5,3,0,1,1,0,0,3,3,0,0,2
640,27,1,10,0,7,3,6,3,0,1,1,8,0,2,2,0,0,2
641,22,1,15,4,2,0,0,0,1,1,1,6,2,4,3,0,1,0
642,24,1,20,3,6,0,6,6,1,0,0,7,3,2,3,0,0,1
643,22,0,11,5,8,2,2,0,0,0,2,3,0,2,2,0,0,1
644,21,0,13,5,9,0,1,1,1,1,5,3,0,2,2,0,0,1
645,20,0,2,2,2,0,3,3,2,0,1,9,3,2,3,0,0,1
646,24,0,23,2,3,4,4,0,2,1,4,7,2,2,3,0,0,1
647,23,0,25,5,5,5,5,0,0,0,1,0,3,2,2,0,0,0
648,23,1,22,2,8,1,3,2,1,0,3,0,1,3,3,0,0,2
649,24,0,3,4,6,0,7,7,1,0,3,9,2,4,2,0,0,0
650,23,0,4,1,1,3,3,0,2,1,0,2,2,3,3,0,0,1
651,18,0,11,4,3,0,0,0,1,0,0,3,1,3,3,0,0,2
652,23,1,16,2,8,0,1,1,1,1,0,3,1,2,2,1,0,1
653,25,1,6,5,2,3,6,3,0,1,5,4,3,4,2,0,0,2
654,28,0,25,1,8,1,1,0,0,0,2,7,3,4,2,0,0,2
655,22,1,20,5,1,0,0,0,1,2,1,3,1,4,2,0,0,1
656,26,1,17,3,6,2,8,6,1,0,4,5,1,4,3,0,0,1
657,22,0,13,5,4,0,0,0,2,1,5,5,3,2,2,0,0,2
658,23,1,0,0,0,1,3,2,2,1,5,2,1,3,2,0,0,2
659,20,1,14,3,7,1,3,2,1,0,4,5,2,2,3,0,1,0
660,23,0,25,4,5,5,5,0,0,1,5,9,3,2,2,0,0,1
661,25,1,20,5,7,5,8,3,1,2,1,6,3,2,3,0,0,0
662,19,1,25,5,6,1,1,0,2,0,1,6,3,2,3,0,0,2
663,20,0,9,5,6,0,3,3,2,0,0,1,3,3,3,0,0,3
664,21,0,11,3,5,1,2,1,1,1,2,0,1,4,2,0,0,1
665,27,0,21,0,5,4,5,1,1,0,3,2,2,3,2,0,0,0
666,26,1,3,5,5,4,8,4,0,1,3,6,1,2,3,0,1,1
667,18,1,8,2,9,0,0,0,0,0,4,2,3,3,2,0,0,0
668,18,0,11,5,2,1,1,0,1,1,0,7,1,4,3,0,0,1
669,19,0,15,4,7,0,2,2,0,1,4,9,2,4,2,0,0,1
670,29,0,26,1,7,6,9,3,2,2,4,4,3,3,3,0,1,3
671,19,0,26,5,8,0,1,1,1,0,0,2,0,2,3,0,0,2
672,23,1,21,0,3,0,6,6,1,1,2,3,1,4,2,0,0,0
673,24,0,11,1,6,1,5,4,2,1,2,2,2,2,3,0,0,3
674,20,0,29,3,7,0,2,2,0,0,0,1,3,2,2,0,0,1
675,18,0,29,5,5,0,0,0,2,0,5,0,0,4,2,0,0,2
676,21,0,24,5,2,0,0,0,1,1,4,6,2,2,3,0,0,2
677,25,1,6,4,1,3,7,4,0,0,4,4,3,4,3,0,1,1
678,24,0,10,2,7,3,6,3,1,0,4,6,0,4,3,0,0,1
679,23,0,18,4,1,2,2,0,2,0,1,7,1,3,2,1,0,2
680,19,1,5,4,3,0,0,0,1,0,5,3,3,2,2,0,0,3
681,24,0,28,5,6,0,0,0,2,0,0,7,0,2,2,0,0,1
682,21,1,24,2,3,0,0,0,2,1,4,3,3,4,2,0,0,1
683,23,0,1,5,3,0,2,2,0,1,1,3,3,4,2,0,0,0
684,25,1,25,4,5,0,1,1,1,1,2,4,3,4,2,0,0,3
685,25,0,20,2,8,0,0,0,1,2,3,3,1,4,3,0,0,1
686,22,0,28,4,3,0,5,5,1,1,0,0,0,3,2,1,0,0
687,23,1,16,2,4,0,5,5,1,0,0,4,2,3,2,0,0,1
688,22,0,13,1,4,0,2,2,2,1,4,7,0,2,3,0,0,1
689,24,0,25,5,7,3,6,3,1,1,1,4,0,3,2,0,0,2
690,21,0,24,2,3,3,3,0,1,0,3,4,3,4,2,1,0,1
691,26,0,6,5,6,0,0,0,1,1,5,5,1,4,3,0,0,2
692,22,0,7,2,5,4,4,0,1,2,0,6,3,2,3,1,0,1
693,24,1,26,5,5,7,7,0,1,0,5,9,1,2,2,0,0,0
694,21,0,15,3,9,0,1,1,1,0,3,8,1,3,2,0,0,3
695,29,1,0,0,7,0,5,5,0,0,4,2,2,2,3,0,0,2
696,22,1,11,5,9,1,3,2,1,0,3,9,3,3,2,1,0,1
697,22,1,26,0,3,0,5,5,1,0,1,5,3,4,2,0,0,1
698,29,0,29,2,0,6,8,2,1,0,1,2,1,3,3,0,1,0
699,23,0,7,4,0,1,4,3,0,2,4,8,0,4,2,0,1,0
700,25,0,15,4,4,0,1,1,1,1,5,6,2,3,2,0,0,1
701,22,1,22,5,3,0,2,2,0,1,5,6,3,2,2,0,0,2
702,23,0,22,1,3,0,2,2,1,2,2,9,3,4,2,0,1,1
703,27,1,20,3,1,0,0,0,1,1,1,5,3,4,3,0,0,2
704,25,0,29,2,8,0,2,2,1,1,1,1,2,3,2,0,0,3
705,19,0,16,4,3,0,1,1,1,2,1,0,1,2,3,0,0,1
706,27,1,4,4,1,4,8,4,2,1,2,7,2,2,3,1,0,2
707,20,1,2,2,9,0,3,3,0,1,5,2,2,4,3,0,0,1
708,23,0,26,1,7,1,3,2,2,0,5,1,2,3,2,0,0,2
709,19,0,29,2,5,1,2,1,0,0,1,7,1,4,3,0,1,1
710,20,0,18,3,7,0,2,2,1,0,4,1,2,4,3,0,0,2
711,21,1,6,4,4,1,1,0,2,1,2,8,0,3,2,0,0,0
712,22,0,3,1,9,1,3,2,1,1,4,2,2,3,2,0,0,1
713,25,0,16,2,0,5,5,0,1,0,3,1,2,2,3,1,0,2
714,20,1,23,5,3,0,1,1,2,0,2,6,0,3,3,0,1,1
715,22,0,6,4,1,1,1,0,2,1,1,3,1,2,2,0,0,0
716,20,0,8,5,7,1,1,0,1,1,0,8,0,3,2,0,0,1
717,20,1,17,4,5,2,2,0,0,0,5,9,3,4,3,0,0,1
718,23,0,7,1,7,2,5,3,1,1,1,9,2,2,2,0,0,2
719,23,0,16,3,3,1,1,0,1,0,0,5,0,2,3,0,0,2
720,21,1,18,3,9,3,3,0,1,0,3,9,0,4,2,0,1,2
721,22,1,4,0,5,0,1,1,2,0,5,7,0,2,2,0,0,3
